Report Date,Health District,Number of Cases,Number of Hospitalizations,Number of Deaths
08/10/2020,Western Tidewater,2133,132,78
08/10/2020,Henrico,3904,336,185
08/10/2020,Central Shenandoah,2793,215,59
08/10/2020,Loudoun,5306,349,115
08/10/2020,Chesterfield,4714,261,105
08/10/2020,Peninsula,3009,168,44
08/11/2020,Southside,840,68,35
08/11/2020,Chesapeake,2958,238,38
08/11/2020,Thomas Jefferson,1997,145,44
08/11/2020,Roanoke,1032,26,15
08/11/2020,Eastern Shore,1402,128,45
08/11/2020,Mount Rogers,1446,128,55
08/11/2020,Chickahominy,1002,133,45
08/11/2020,New River,556,33,8
08/11/2020,Central Virginia,1500,64,16
08/11/2020,Piedmont,1490,124,36
08/11/2020,Lord Fairfax,2583,226,90
08/11/2020,Crater,2475,220,70
08/11/2020,Hampton,1257,51,7
08/11/2020,Alexandria,2995,281,60
08/11/2020,Fairfax,16695,1961,542
08/11/2020,Richmond,3229,309,41
08/11/2020,Arlington,3105,437,135
08/11/2020,Rappahannock Rapidan,1979,139,27
08/11/2020,Rappahannock,3690,302,57
08/11/2020,Pittsylvania-Danville,922,77,9
08/11/2020,Prince William,11748,977,205
08/11/2020,Cumberland Plateau,380,28,4
08/11/2020,Portsmouth,1833,133,25
08/11/2020,Virginia Beach,5111,252,54
08/11/2020,West Piedmont,1147,145,17
08/11/2020,Three Rivers,1115,75,17
08/11/2020,Alleghany,968,49,18
08/11/2020,Lenowisco,425,42,7
08/11/2020,Norfolk,3787,201,32
08/11/2020,Western Tidewater,2165,132,79
08/11/2020,Henrico,3948,336,186
08/11/2020,Central Shenandoah,2812,215,59
08/11/2020,Loudoun,5346,352,115
08/11/2020,Chesterfield,4788,263,105
08/11/2020,Peninsula,3019,168,46
08/12/2020,Southside,845,69,36
08/12/2020,Chesapeake,3008,239,38
08/12/2020,Thomas Jefferson,2020,145,44
08/12/2020,Roanoke,1036,27,15
08/12/2020,Eastern Shore,1404,130,46
08/12/2020,Mount Rogers,1463,132,55
08/12/2020,Chickahominy,1009,133,46
08/12/2020,New River,577,33,8
08/12/2020,Central Virginia,1513,65,16
08/12/2020,Piedmont,1496,125,36
08/12/2020,Lord Fairfax,2589,229,90
08/12/2020,Crater,2526,223,70
08/12/2020,Hampton,1273,52,7
08/12/2020,Alexandria,3014,281,60
08/12/2020,Fairfax,16795,1973,542
08/12/2020,Richmond,3248,315,41
08/12/2020,Arlington,3118,437,135
08/12/2020,Rappahannock Rapidan,1981,139,27
08/12/2020,Rappahannock,3745,305,57
08/12/2020,Pittsylvania-Danville,935,77,9
08/12/2020,Prince William,11793,978,206
08/12/2020,Cumberland Plateau,386,29,4
08/12/2020,Portsmouth,1855,133,25
08/12/2020,Virginia Beach,5139,258,54
08/12/2020,West Piedmont,1167,145,17
08/12/2020,Three Rivers,1123,75,17
08/12/2020,Alleghany,973,49,18
08/12/2020,Lenowisco,443,43,7
08/12/2020,Norfolk,3802,208,33
08/12/2020,Western Tidewater,2208,134,81
08/12/2020,Henrico,3968,344,186
08/12/2020,Central Shenandoah,2828,218,59
08/12/2020,Loudoun,5372,353,115
08/12/2020,Chesterfield,4829,267,106
08/12/2020,Peninsula,3040,169,46
08/13/2020,Southside,849,69,36
08/13/2020,Chesapeake,3082,247,41
08/13/2020,Thomas Jefferson,2047,148,44
08/13/2020,Roanoke,1041,27,15
08/13/2020,Eastern Shore,1408,132,46
08/13/2020,Mount Rogers,1481,133,56
08/13/2020,Chickahominy,1030,133,46
08/13/2020,New River,599,32,8
08/13/2020,Central Virginia,1574,66,16
08/13/2020,Piedmont,1503,125,35
08/13/2020,Lord Fairfax,2605,230,90
08/13/2020,Crater,2542,226,70
08/13/2020,Hampton,1291,52,7
08/13/2020,Alexandria,3020,281,60
08/13/2020,Fairfax,16858,1975,543
08/13/2020,Richmond,3280,321,41
08/13/2020,Arlington,3134,437,135
08/13/2020,Rappahannock Rapidan,1994,139,27
08/13/2020,Rappahannock,3816,307,58
08/13/2020,Pittsylvania-Danville,960,78,10
08/13/2020,Prince William,11885,986,207
08/13/2020,Cumberland Plateau,392,30,4
08/13/2020,Portsmouth,1907,133,25
08/13/2020,Virginia Beach,5204,259,54
08/13/2020,West Piedmont,1217,149,17
08/13/2020,Three Rivers,1141,76,17
08/13/2020,Alleghany,980,49,18
08/13/2020,Lenowisco,469,43,8
08/13/2020,Norfolk,3858,215,33
08/13/2020,Western Tidewater,2245,135,81
08/13/2020,Henrico,3999,347,187
08/13/2020,Central Shenandoah,2857,219,60
08/13/2020,Loudoun,5403,356,115
08/13/2020,Chesterfield,4872,267,106
08/13/2020,Peninsula,3079,170,47
08/14/2020,Southside,865,69,36
08/14/2020,Chesapeake,3158,250,41
08/14/2020,Thomas Jefferson,2067,149,44
08/14/2020,Roanoke,1051,29,15
08/14/2020,Eastern Shore,1414,133,46
08/14/2020,Mount Rogers,1506,136,58
08/14/2020,Chickahominy,1046,133,46
08/14/2020,New River,607,33,8
08/14/2020,Central Virginia,1624,66,16
08/14/2020,Piedmont,1516,125,35
08/14/2020,Lord Fairfax,2624,231,90
08/14/2020,Crater,2601,226,70
08/14/2020,Hampton,1309,52,7
08/14/2020,Alexandria,3050,282,61
08/14/2020,Fairfax,16972,1976,544
08/14/2020,Richmond,3308,327,41
08/14/2020,Arlington,3176,437,135
08/14/2020,Rappahannock Rapidan,2007,139,27
08/14/2020,Rappahannock,3848,313,58
08/14/2020,Pittsylvania-Danville,994,80,10
08/14/2020,Prince William,11992,987,207
08/14/2020,Cumberland Plateau,399,31,5
08/14/2020,Portsmouth,1952,134,25
08/14/2020,Virginia Beach,5277,261,55
08/14/2020,West Piedmont,1251,153,17
08/14/2020,Three Rivers,1155,77,17
08/14/2020,Alleghany,991,49,18
08/14/2020,Lenowisco,482,46,9
08/14/2020,Norfolk,3895,223,33
08/14/2020,Western Tidewater,2301,137,81
08/14/2020,Henrico,4042,350,187
08/14/2020,Central Shenandoah,2874,221,60
08/14/2020,Loudoun,5441,358,115
08/14/2020,Chesterfield,4905,267,106
08/14/2020,Peninsula,3138,170,47
08/15/2020,Southside,872,69,36
08/15/2020,Chesapeake,3197,253,41
08/15/2020,Thomas Jefferson,2089,150,44
08/15/2020,Roanoke,1056,30,15
08/15/2020,Eastern Shore,1418,135,46
08/15/2020,Mount Rogers,1529,138,58
08/15/2020,Chickahominy,1054,133,46
08/15/2020,New River,617,33,8
08/15/2020,Central Virginia,1668,66,17
08/15/2020,Piedmont,1533,125,35
08/15/2020,Lord Fairfax,2639,231,92
08/15/2020,Crater,2633,228,70
08/15/2020,Hampton,1321,53,9
08/15/2020,Alexandria,3082,283,61
08/15/2020,Fairfax,17042,1987,546
08/15/2020,Richmond,3339,327,42
08/15/2020,Arlington,3196,437,135
08/15/2020,Rappahannock Rapidan,2015,139,27
08/15/2020,Rappahannock,3892,313,58
08/15/2020,Pittsylvania-Danville,1011,81,10
08/15/2020,Prince William,12050,988,207
08/15/2020,Cumberland Plateau,410,33,5
08/15/2020,Portsmouth,1964,137,25
08/15/2020,Virginia Beach,5322,265,55
08/15/2020,West Piedmont,1270,155,18
08/15/2020,Three Rivers,1167,77,17
08/15/2020,Alleghany,991,51,18
08/15/2020,Lenowisco,510,48,10
08/15/2020,Norfolk,3944,229,34
08/15/2020,Western Tidewater,2336,138,81
08/15/2020,Henrico,4068,351,187
08/15/2020,Central Shenandoah,2896,221,60
08/15/2020,Loudoun,5482,360,115
08/15/2020,Chesterfield,4962,267,106
08/15/2020,Peninsula,3175,170,47
08/16/2020,Southside,875,69,36
08/16/2020,Chesapeake,3258,257,41
08/16/2020,Thomas Jefferson,2116,152,44
08/16/2020,Roanoke,1064,30,15
08/16/2020,Eastern Shore,1422,135,46
08/16/2020,Mount Rogers,1559,143,58
08/16/2020,Chickahominy,1062,133,46
08/16/2020,New River,629,33,8
08/16/2020,Central Virginia,1723,68,17
08/16/2020,Piedmont,1539,125,35
08/16/2020,Lord Fairfax,2655,232,92
08/16/2020,Crater,2651,228,70
08/16/2020,Hampton,1337,53,9
08/16/2020,Alexandria,3104,284,61
08/16/2020,Fairfax,17160,1988,546
08/16/2020,Richmond,3354,332,42
08/16/2020,Arlington,3229,437,135
08/16/2020,Rappahannock Rapidan,2030,139,27
08/16/2020,Rappahannock,3926,314,58
08/16/2020,Pittsylvania-Danville,1032,82,10
08/16/2020,Prince William,12135,990,207
08/16/2020,Cumberland Plateau,417,33,5
08/16/2020,Portsmouth,1965,137,25
08/16/2020,Virginia Beach,5394,266,55
08/16/2020,West Piedmont,1270,155,18
08/16/2020,Three Rivers,1169,78,17
08/16/2020,Alleghany,991,51,18
08/16/2020,Lenowisco,527,49,10
08/16/2020,Norfolk,3982,234,34
08/16/2020,Western Tidewater,2369,140,81
08/16/2020,Henrico,4109,352,187
08/16/2020,Central Shenandoah,2921,221,60
08/16/2020,Loudoun,5511,360,115
08/16/2020,Chesterfield,4994,267,106
08/16/2020,Peninsula,3208,170,47
08/17/2020,Southside,877,69,36
08/17/2020,Chesapeake,3303,257,41
08/17/2020,Thomas Jefferson,2134,152,44
08/17/2020,Roanoke,1082,31,15
08/17/2020,Eastern Shore,1426,135,46
08/17/2020,Mount Rogers,1586,147,59
08/17/2020,Chickahominy,1068,134,46
08/17/2020,New River,638,33,8
08/17/2020,Central Virginia,1726,68,17
08/17/2020,Piedmont,1549,125,35
08/17/2020,Lord Fairfax,2659,234,92
08/17/2020,Crater,2673,230,70
08/17/2020,Hampton,1349,53,9
08/17/2020,Alexandria,3130,284,61
08/17/2020,Fairfax,17236,1989,548
08/17/2020,Richmond,3404,336,42
08/17/2020,Arlington,3246,437,135
08/17/2020,Rappahannock Rapidan,2041,139,27
08/17/2020,Rappahannock,3953,316,58
08/17/2020,Pittsylvania-Danville,1048,82,11
08/17/2020,Prince William,12178,990,207
08/17/2020,Cumberland Plateau,424,33,5
08/17/2020,Portsmouth,1995,137,25
08/17/2020,Virginia Beach,5444,267,55
08/17/2020,West Piedmont,1271,155,18
08/17/2020,Three Rivers,1184,80,17
08/17/2020,Alleghany,1007,52,18
08/17/2020,Lenowisco,537,49,10
08/17/2020,Norfolk,4002,234,34
08/17/2020,Western Tidewater,2396,142,81
08/17/2020,Henrico,4149,354,187
08/17/2020,Central Shenandoah,2944,225,60
08/17/2020,Loudoun,5528,361,115
08/17/2020,Chesterfield,4997,267,106
08/17/2020,Peninsula,3237,170,47
08/18/2020,Southside,885,69,37
08/18/2020,Chesapeake,3319,268,41
08/18/2020,Thomas Jefferson,2153,155,44
08/18/2020,Roanoke,1084,32,15
08/18/2020,Eastern Shore,1427,135,46
08/18/2020,Mount Rogers,1611,149,61
08/18/2020,Chickahominy,1080,135,46
08/18/2020,New River,649,33,8
08/18/2020,Central Virginia,1774,69,17
08/18/2020,Piedmont,1556,125,35
08/18/2020,Lord Fairfax,2680,234,92
08/18/2020,Crater,2684,233,70
08/18/2020,Hampton,1362,53,9
08/18/2020,Alexandria,3146,287,61
08/18/2020,Fairfax,17319,1995,550
08/18/2020,Richmond,3425,342,42
08/18/2020,Arlington,3264,438,135
08/18/2020,Rappahannock Rapidan,2053,140,27
08/18/2020,Rappahannock,4004,317,58
08/18/2020,Pittsylvania-Danville,1068,82,11
08/18/2020,Prince William,12252,995,208
08/18/2020,Cumberland Plateau,436,35,5
08/18/2020,Portsmouth,2022,139,25
08/18/2020,Virginia Beach,5470,268,56
08/18/2020,West Piedmont,1323,160,18
08/18/2020,Three Rivers,1184,82,17
08/18/2020,Alleghany,1015,54,18
08/18/2020,Lenowisco,557,50,10
08/18/2020,Norfolk,4032,237,34
08/18/2020,Western Tidewater,2430,151,84
08/18/2020,Henrico,4189,357,187
08/18/2020,Central Shenandoah,2952,229,60
08/18/2020,Loudoun,5552,361,115
08/18/2020,Chesterfield,5060,270,107
08/18/2020,Peninsula,3265,170,47
08/19/2020,Southside,889,69,37
08/19/2020,Chesapeake,3358,269,41
08/19/2020,Thomas Jefferson,2167,156,43
08/19/2020,Roanoke,1085,36,15
08/19/2020,Eastern Shore,1429,135,47
08/19/2020,Mount Rogers,1660,151,61
08/19/2020,Chickahominy,1090,135,46
08/19/2020,New River,656,34,8
08/19/2020,Central Virginia,1803,70,17
08/19/2020,Piedmont,1552,125,35
08/19/2020,Lord Fairfax,2690,235,92
08/19/2020,Crater,2722,234,69
08/19/2020,Hampton,1377,53,9
08/19/2020,Alexandria,3165,287,61
08/19/2020,Fairfax,17396,2007,551
08/19/2020,Richmond,3455,348,43
08/19/2020,Arlington,3293,442,135
08/19/2020,Rappahannock Rapidan,2070,141,28
08/19/2020,Rappahannock,4025,319,58
08/19/2020,Pittsylvania-Danville,1084,82,11
08/19/2020,Prince William,12305,1000,209
08/19/2020,Cumberland Plateau,442,37,6
08/19/2020,Portsmouth,2024,141,25
08/19/2020,Virginia Beach,5522,282,60
08/19/2020,West Piedmont,1339,166,25
08/19/2020,Three Rivers,1187,84,18
08/19/2020,Alleghany,1013,53,18
08/19/2020,Lenowisco,565,51,10
08/19/2020,Norfolk,4062,241,37
08/19/2020,Western Tidewater,2457,151,84
08/19/2020,Henrico,4202,358,187
08/19/2020,Central Shenandoah,2971,229,60
08/19/2020,Loudoun,5580,361,115
08/19/2020,Chesterfield,5098,273,102
08/19/2020,Peninsula,3286,170,47
08/20/2020,Southside,905,69,37
08/20/2020,Chesapeake,3384,274,41
08/20/2020,Thomas Jefferson,2188,157,43
08/20/2020,Roanoke,1104,36,15
08/20/2020,Eastern Shore,1432,135,47
08/20/2020,Mount Rogers,1673,151,62
08/20/2020,Chickahominy,1099,135,46
08/20/2020,New River,667,36,8
08/20/2020,Central Virginia,1864,70,17
08/20/2020,Piedmont,1567,125,36
08/20/2020,Lord Fairfax,2707,235,92
08/20/2020,Crater,2745,235,69
08/20/2020,Hampton,1388,53,9
08/20/2020,Alexandria,3186,287,61
08/20/2020,Fairfax,17499,2025,553
08/20/2020,Richmond,3480,350,43
08/20/2020,Arlington,3310,447,137
08/20/2020,Rappahannock Rapidan,2081,142,28
08/20/2020,Rappahannock,4069,322,58
08/20/2020,Pittsylvania-Danville,1109,85,11
08/20/2020,Prince William,12380,1002,210
08/20/2020,Cumberland Plateau,454,37,6
08/20/2020,Portsmouth,2045,152,28
08/20/2020,Virginia Beach,5562,284,61
08/20/2020,West Piedmont,1369,169,26
08/20/2020,Three Rivers,1192,84,18
08/20/2020,Alleghany,1021,55,18
08/20/2020,Lenowisco,577,52,10
08/20/2020,Norfolk,4091,244,39
08/20/2020,Western Tidewater,2468,154,86
08/20/2020,Henrico,4224,359,188
08/20/2020,Central Shenandoah,2984,230,60
08/20/2020,Loudoun,5614,363,115
08/20/2020,Chesterfield,5131,274,102
08/20/2020,Peninsula,3313,170,47
08/21/2020,Southside,915,69,37
08/21/2020,Chesapeake,3412,277,41
08/21/2020,Thomas Jefferson,2217,158,43
08/21/2020,Roanoke,1122,38,15
08/21/2020,Eastern Shore,1436,135,47
08/21/2020,Mount Rogers,1697,151,62
08/21/2020,Chickahominy,1107,135,46
08/21/2020,New River,700,36,8
08/21/2020,Central Virginia,1904,70,17
08/21/2020,Piedmont,1583,125,36
08/21/2020,Lord Fairfax,2712,235,92
08/21/2020,Crater,2774,237,69
08/21/2020,Hampton,1417,53,10
08/21/2020,Alexandria,3203,288,61
08/21/2020,Fairfax,17589,2028,553
08/21/2020,Richmond,3502,352,43
08/21/2020,Arlington,3334,448,137
08/21/2020,Rappahannock Rapidan,2101,144,28
08/21/2020,Rappahannock,4103,327,58
08/21/2020,Pittsylvania-Danville,1133,89,16
08/21/2020,Prince William,12476,1008,210
08/21/2020,Cumberland Plateau,462,37,6
08/21/2020,Portsmouth,2057,156,30
08/21/2020,Virginia Beach,5623,298,61
08/21/2020,West Piedmont,1384,172,27
08/21/2020,Three Rivers,1202,84,18
08/21/2020,Alleghany,1045,56,18
08/21/2020,Lenowisco,587,54,10
08/21/2020,Norfolk,4119,251,39
08/21/2020,Western Tidewater,2526,157,86
08/21/2020,Henrico,4259,360,188
08/21/2020,Central Shenandoah,3001,230,60
08/21/2020,Loudoun,5647,364,115
08/21/2020,Chesterfield,5159,278,102
08/21/2020,Peninsula,3352,171,47
08/22/2020,Southside,925,69,37
08/22/2020,Chesapeake,3462,287,42
08/22/2020,Thomas Jefferson,2247,162,43
08/22/2020,Roanoke,1121,40,15
08/22/2020,Eastern Shore,1438,136,47
08/22/2020,Mount Rogers,1730,155,62
08/22/2020,Chickahominy,1114,136,46
08/22/2020,New River,729,37,8
08/22/2020,Central Virginia,1963,71,18
08/22/2020,Piedmont,1608,125,36
08/22/2020,Lord Fairfax,2727,235,92
08/22/2020,Crater,2838,240,69
08/22/2020,Hampton,1437,53,10
08/22/2020,Alexandria,3238,292,61
08/22/2020,Fairfax,17701,2029,553
08/22/2020,Richmond,3548,352,43
08/22/2020,Arlington,3357,449,137
08/22/2020,Rappahannock Rapidan,2119,143,28
08/22/2020,Rappahannock,4144,330,59
08/22/2020,Pittsylvania-Danville,1160,90,16
08/22/2020,Prince William,12576,1010,212
08/22/2020,Cumberland Plateau,484,38,6
08/22/2020,Portsmouth,2085,159,30
08/22/2020,Virginia Beach,5668,306,63
08/22/2020,West Piedmont,1410,174,27
08/22/2020,Three Rivers,1208,86,18
08/22/2020,Alleghany,1065,57,18
08/22/2020,Lenowisco,593,54,10
08/22/2020,Norfolk,4164,255,39
08/22/2020,Western Tidewater,2575,157,86
08/22/2020,Henrico,4294,360,188
08/22/2020,Central Shenandoah,3032,230,60
08/22/2020,Loudoun,5684,365,115
08/22/2020,Chesterfield,5206,284,102
08/22/2020,Peninsula,3422,173,47
08/23/2020,Southside,931,69,37
08/23/2020,Chesapeake,3523,293,42
08/23/2020,Thomas Jefferson,2261,162,45
08/23/2020,Roanoke,1123,40,15
08/23/2020,Eastern Shore,1438,137,47
08/23/2020,Mount Rogers,1748,158,64
08/23/2020,Chickahominy,1125,138,47
08/23/2020,New River,771,37,8
08/23/2020,Central Virginia,2007,71,18
08/23/2020,Piedmont,1608,125,36
08/23/2020,Lord Fairfax,2745,235,92
08/23/2020,Crater,2900,241,70
08/23/2020,Hampton,1454,53,11
08/23/2020,Alexandria,3257,292,61
08/23/2020,Fairfax,17817,2036,556
08/23/2020,Richmond,3588,353,43
08/23/2020,Arlington,3383,449,137
08/23/2020,Rappahannock Rapidan,2165,143,29
08/23/2020,Rappahannock,4174,333,60
08/23/2020,Pittsylvania-Danville,1183,92,16
08/23/2020,Prince William,12647,1012,213
08/23/2020,Cumberland Plateau,487,38,6
08/23/2020,Portsmouth,2086,159,30
08/23/2020,Virginia Beach,5693,307,64
08/23/2020,West Piedmont,1425,174,28
08/23/2020,Three Rivers,1210,88,18
08/23/2020,Alleghany,1066,57,19
08/23/2020,Lenowisco,603,55,10
08/23/2020,Norfolk,4164,256,43
08/23/2020,Western Tidewater,2603,157,88
08/23/2020,Henrico,4319,361,189
08/23/2020,Central Shenandoah,3046,231,60
08/23/2020,Loudoun,5712,366,115
08/23/2020,Chesterfield,5246,285,102
08/23/2020,Peninsula,3458,173,48
08/25/2020,Southside,948,69,37
08/25/2020,Chesapeake,3582,303,43
08/25/2020,Thomas Jefferson,2294,163,46
08/25/2020,Roanoke,1129,41,15
08/25/2020,Eastern Shore,1438,137,47
08/25/2020,Mount Rogers,1794,164,68
08/25/2020,Chickahominy,1136,139,47
08/25/2020,New River,857,37,8
08/25/2020,Central Virginia,2081,71,18
08/25/2020,Piedmont,1635,127,37
08/25/2020,Lord Fairfax,2770,237,93
08/25/2020,Crater,2929,242,71
08/25/2020,Hampton,1474,54,15
08/25/2020,Alexandria,3309,294,61
08/25/2020,Fairfax,17956,2036,561
08/25/2020,Richmond,3662,359,43
08/25/2020,Arlington,3415,452,138
08/25/2020,Rappahannock Rapidan,2191,144,29
08/25/2020,Rappahannock,4242,335,60
08/25/2020,Pittsylvania-Danville,1213,92,16
08/25/2020,Prince William,12793,1017,213
08/25/2020,Cumberland Plateau,499,38,6
08/25/2020,Portsmouth,2135,160,31
08/25/2020,Virginia Beach,5788,309,64
08/25/2020,West Piedmont,1460,176,29
08/25/2020,Three Rivers,1226,89,18
08/25/2020,Alleghany,1086,58,19
08/25/2020,Lenowisco,647,56,11
08/25/2020,Norfolk,4245,261,44
08/25/2020,Western Tidewater,2644,160,88
08/25/2020,Henrico,4403,368,189
08/25/2020,Central Shenandoah,3091,234,61
08/25/2020,Loudoun,5769,369,115
08/25/2020,Chesterfield,5286,289,103
08/25/2020,Peninsula,3508,179,50
08/26/2020,Southside,957,69,37
08/26/2020,Chesapeake,3625,306,45
08/26/2020,Thomas Jefferson,2309,164,47
08/26/2020,Roanoke,1140,42,15
08/26/2020,Eastern Shore,1439,137,47
08/26/2020,Mount Rogers,1811,166,69
08/26/2020,Chickahominy,1180,139,47
08/26/2020,New River,925,37,8
08/26/2020,Central Virginia,2088,72,18
08/26/2020,Piedmont,1643,127,38
08/26/2020,Lord Fairfax,2775,237,93
08/26/2020,Crater,2964,242,71
08/26/2020,Hampton,1483,54,15
08/26/2020,Alexandria,3324,296,61
08/26/2020,Fairfax,18053,2041,563
08/26/2020,Richmond,3735,362,44
08/26/2020,Arlington,3435,452,138
08/26/2020,Rappahannock Rapidan,2202,147,29
08/26/2020,Rappahannock,4262,337,60
08/26/2020,Pittsylvania-Danville,1236,93,16
08/26/2020,Prince William,12838,1021,213
08/26/2020,Cumberland Plateau,505,43,7
08/26/2020,Portsmouth,2142,163,34
08/26/2020,Virginia Beach,5821,314,66
08/26/2020,West Piedmont,1484,183,30
08/26/2020,Three Rivers,1231,90,18
08/26/2020,Alleghany,1108,58,19
08/26/2020,Lenowisco,652,56,11
08/26/2020,Norfolk,4260,269,47
08/26/2020,Western Tidewater,2674,161,88
08/26/2020,Henrico,4428,372,190
08/26/2020,Central Shenandoah,3102,234,61
08/26/2020,Loudoun,5787,370,117
08/26/2020,Chesterfield,5314,291,103
08/26/2020,Peninsula,3526,181,50
08/27/2020,Southside,977,69,37
08/27/2020,Chesapeake,3660,309,47
08/27/2020,Thomas Jefferson,2336,164,48
08/27/2020,Roanoke,1169,44,15
08/27/2020,Eastern Shore,1442,137,47
08/27/2020,Mount Rogers,1844,169,69
08/27/2020,Chickahominy,1187,139,47
08/27/2020,New River,963,37,8
08/27/2020,Central Virginia,2155,72,18
08/27/2020,Piedmont,1656,127,38
08/27/2020,Lord Fairfax,2778,237,93
08/27/2020,Crater,2997,242,71
08/27/2020,Hampton,1505,54,15
08/27/2020,Alexandria,3333,297,61
08/27/2020,Fairfax,18134,2054,563
08/27/2020,Richmond,3767,365,45
08/27/2020,Arlington,3457,454,138
08/27/2020,Rappahannock Rapidan,2225,148,29
08/27/2020,Rappahannock,4320,339,61
08/27/2020,Pittsylvania-Danville,1270,94,16
08/27/2020,Prince William,12910,1024,213
08/27/2020,Cumberland Plateau,514,45,7
08/27/2020,Portsmouth,2161,167,34
08/27/2020,Virginia Beach,5876,314,65
08/27/2020,West Piedmont,1534,189,32
08/27/2020,Three Rivers,1250,91,19
08/27/2020,Alleghany,1134,58,19
08/27/2020,Lenowisco,666,57,11
08/27/2020,Norfolk,4297,276,49
08/27/2020,Western Tidewater,2710,161,89
08/27/2020,Henrico,4467,374,191
08/27/2020,Central Shenandoah,3145,234,61
08/27/2020,Loudoun,5825,373,117
08/27/2020,Chesterfield,5347,296,104
08/27/2020,Peninsula,3568,181,50
08/28/2020,Southside,984,69,37
08/28/2020,Chesapeake,3685,313,47
08/28/2020,Thomas Jefferson,2372,166,49
08/28/2020,Roanoke,1179,44,15
08/28/2020,Eastern Shore,1444,137,48
08/28/2020,Mount Rogers,1870,172,70
08/28/2020,Chickahominy,1195,139,47
08/28/2020,New River,1012,37,8
08/28/2020,Central Virginia,2206,74,18
08/28/2020,Piedmont,1670,127,38
08/28/2020,Lord Fairfax,2779,237,93
08/28/2020,Crater,3023,244,72
08/28/2020,Hampton,1519,54,16
08/28/2020,Alexandria,3352,297,64
08/28/2020,Fairfax,18260,2067,564
08/28/2020,Richmond,3795,372,47
08/28/2020,Arlington,3492,458,137
08/28/2020,Rappahannock Rapidan,2243,148,29
08/28/2020,Rappahannock,4359,342,61
08/28/2020,Pittsylvania-Danville,1296,94,16
08/28/2020,Prince William,12988,1026,213
08/28/2020,Cumberland Plateau,523,45,7
08/28/2020,Portsmouth,2186,172,34
08/28/2020,Virginia Beach,5906,319,65
08/28/2020,West Piedmont,1550,194,33
08/28/2020,Three Rivers,1255,93,20
08/28/2020,Alleghany,1161,58,19
08/28/2020,Lenowisco,674,57,12
08/28/2020,Norfolk,4328,281,52
08/28/2020,Western Tidewater,2743,161,89
08/28/2020,Henrico,4510,376,193
08/28/2020,Central Shenandoah,3180,234,61
08/28/2020,Loudoun,5878,374,118
08/28/2020,Chesterfield,5378,298,108
08/28/2020,Peninsula,3597,181,50
08/29/2020,Southside,993,69,37
08/29/2020,Chesapeake,3736,316,47
08/29/2020,Thomas Jefferson,2424,166,50
08/29/2020,Roanoke,1186,44,15
08/29/2020,Eastern Shore,1447,137,48
08/29/2020,Mount Rogers,1914,174,70
08/29/2020,Chickahominy,1216,140,48
08/29/2020,New River,1102,37,9
08/29/2020,Central Virginia,2258,77,18
08/29/2020,Piedmont,1687,127,38
08/29/2020,Lord Fairfax,2791,239,93
08/29/2020,Crater,3090,249,73
08/29/2020,Hampton,1529,54,16
08/29/2020,Alexandria,3358,297,62
08/29/2020,Fairfax,18378,2075,569
08/29/2020,Richmond,3831,372,47
08/29/2020,Arlington,3513,461,137
08/29/2020,Rappahannock Rapidan,2261,148,30
08/29/2020,Rappahannock,4398,345,62
08/29/2020,Pittsylvania-Danville,1318,95,18
08/29/2020,Prince William,13073,1030,214
08/29/2020,Cumberland Plateau,528,45,7
08/29/2020,Portsmouth,2198,173,34
08/29/2020,Virginia Beach,5948,320,67
08/29/2020,West Piedmont,1592,196,34
08/29/2020,Three Rivers,1268,93,20
08/29/2020,Alleghany,1152,58,19
08/29/2020,Lenowisco,686,58,12
08/29/2020,Norfolk,4334,283,52
08/29/2020,Western Tidewater,2794,161,90
08/29/2020,Henrico,4553,377,192
08/29/2020,Central Shenandoah,3237,234,61
08/29/2020,Loudoun,5924,379,118
08/29/2020,Chesterfield,5417,302,108
08/29/2020,Peninsula,3675,181,53
08/30/2020,Southside,996,69,37
08/30/2020,Chesapeake,3778,319,47
08/30/2020,Thomas Jefferson,2458,167,50
08/30/2020,Roanoke,1189,44,15
08/30/2020,Eastern Shore,1447,137,48
08/30/2020,Mount Rogers,1938,177,70
08/30/2020,Chickahominy,1226,140,48
08/30/2020,New River,1187,37,9
08/30/2020,Central Virginia,2286,78,18
08/30/2020,Piedmont,1687,127,38
08/30/2020,Lord Fairfax,2798,240,93
08/30/2020,Crater,3129,249,73
08/30/2020,Hampton,1542,54,16
08/30/2020,Alexandria,3369,298,62
08/30/2020,Fairfax,18496,2078,569
08/30/2020,Richmond,3879,373,47
08/30/2020,Arlington,3540,466,137
08/30/2020,Rappahannock Rapidan,2275,150,30
08/30/2020,Rappahannock,4425,348,62
08/30/2020,Pittsylvania-Danville,1372,95,18
08/30/2020,Prince William,13124,1033,214
08/30/2020,Cumberland Plateau,530,45,7
08/30/2020,Portsmouth,2213,175,34
08/30/2020,Virginia Beach,5985,321,68
08/30/2020,West Piedmont,1606,197,34
08/30/2020,Three Rivers,1276,93,20
08/30/2020,Alleghany,1156,58,19
08/30/2020,Lenowisco,699,60,12
08/30/2020,Norfolk,4361,285,52
08/30/2020,Western Tidewater,2819,161,90
08/30/2020,Henrico,4579,379,192
08/30/2020,Central Shenandoah,3294,234,61
08/30/2020,Loudoun,5945,383,118
08/30/2020,Chesterfield,5433,304,108
08/30/2020,Peninsula,3710,181,53
